SKU,HTS,Customs Description
6000005995,3305900000,Hair Care
6000005996,3305900000,Hair Care
6000005997,3305900000,Hair Care
6000005998,3305900000,Hair Care
6000005999,3305900000,Hair Care
6000006000,3305900000,Hair Care
6000006001,3305900000,Hair Care
6000006002,3305900000,Hair Care
6000006004,3304995000,Skin Care
6000006005,3304995000,Skin Care
6000006006,3304995000,Skin Care
6000006007,3304995000,Skin Care
6000006008,3305900000,Hair Care
6000006011,3305900000,Hair Care
6000006012,3305900000,Hair Care
6000006013,3305900000,Hair Care
6000006015,3305100000,Hair Care
6000006016,3305900000,Hair Care
6000006017,3304995000,Skin Care
6000006018,3305900000,Hair Care
6000006019,3305900000,Hair Care
6000006020,3305900000,Hair Care
6000006021,3305900000,Hair Care
6000006022,3305900000,Hair Care
6000006023,3305900000,Hair Care
6000006024,3305900000,Hair Care
6000006025,3305900000,Hair Care
6000006026,3305900000,Hair Care
6000006027,3305900000,Hair Care
6000006033,3305900000,Hair Care
6000006034,3305900000,Hair Care
6000006038,3305900000,Hair Care
6000006039,3305900000,Hair Care
6000006044,3305900000,Hair Care
6000006045,3305900000,Hair Care
6000006046,3305900000,Hair Care
6000006051,3305900000,Hair Care
6000006056,3305900000,Hair Care
6000006057,3305900000,Hair Care
6000006059,3305900000,Hair Care
6000006067,3305900000,Hair Care
6000006076,3305900000,Hair Care
6000006077,3305100000,Hair Care
6000006086,3305900000,Hair Care
6000006087,3305900000,Hair Care
6000006088,3305900000,Hair Care
6000006089,3305900000,Hair Care
6000006090,3305900000,Hair Care
6000006091,3305900000,Hair Care
6000006092,3305900000,Hair Care
6000006093,3305900000,Hair Care
6000006094,3305900000,Hair Care
6000006095,3305900000,Hair Care
6000006096,3305900000,Hair Care
6000006097,3305900000,Hair Care
6000006098,3305900000,Hair Care
6000006099,3305900000,Hair Care
6000006100,3305900000,Hair Care
6000006101,3305900000,Hair Care
6000006102,3305900000,Hair Care
6000006103,3305900000,Hair Care
6000006104,3305900000,Hair Care
6000006105,3305900000,Hair Care
6000006106,3305900000,Hair Care
6000006107,3305900000,Hair Care
6000006108,3305900000,Hair Care
6000006109,3305900000,Hair Care
6000006110,3305900000,Hair Care
6000006111,3305900000,Hair Care
6000006112,3305900000,Hair Care
6000006116,3305100000,Hair Care
6000006117,3305100000,Hair Care
6000006118,3305100000,Hair Care
6000006119,3305900000,Hair Care
6000006120,3305900000,Hair Care
6000006121,3305900000,Hair Care
6000006122,3305900000,Hair Care
6000006125,3305900000,Hair Care
6000006126,3305900000,Hair Care
6000006127,3305900000,Hair Care
6000006128,3305900000,Hair Care
6000006129,3305900000,Hair Care
6000006130,3305900000,Hair Care
6000006131,3305900000,Hair Care
6000006132,3305900000,Hair Care
6000006133,3305900000,Hair Care
6000006134,3305900000,Hair Care
6000006135,3305900000,Hair Care
6000006150,3305900000,Hair Care
6000006151,3305900000,Hair Care
6000006152,3305900000,Hair Care
6000006153,3305900000,Hair Care
6000006160,3305900000,Hair Care
6000006171,3305900000,Hair Care
6000006172,3305900000,Hair Care
6000006181,3305900000,Hair Care
6000006182,3305900000,Hair Care
6000006183,3305900000,Hair Care
6000006208,3305900000,Hair Care
6000006209,3305900000,Hair Care
6000006210,3305900000,Hair Care
6000006211,3305900000,Hair Care
6000006212,3305900000,Hair Care
6000006213,3305900000,Hair Care
6000006214,3305900000,Hair Care
6000006215,3305900000,Hair Care
6000006216,3305900000,Hair Care
6000006217,3305900000,Hair Care
6000006218,3305900000,Hair Care
6000006219,3305900000,Hair Care
6000006220,3305900000,Hair Care
6000006221,3305900000,Hair Care
6000006222,3305900000,Hair Care
6000006223,3305900000,Hair Care
6000006225,3305900000,Hair Care
6000006227,3305900000,Hair Care
6000006229,3305900000,Hair Care
6000006230,3305900000,Hair Care
6000006232,3305900000,Hair Care
6000006233,3305900000,Hair Care
6000006234,3305900000,Hair Care
6000006236,3305900000,Hair Care
6000006237,3305900000,Hair Care
6000006238,3305900000,Hair Care
6000006239,3305900000,Hair Care
6000006240,3305900000,Hair Care
6000006241,3305900000,Hair Care
6000006242,3305900000,Hair Care
6000006243,3305900000,Hair Care
6000006251,3305300000,Hair Care
6000006253,3305900000,Hair Care
6000006254,3305900000,Hair Care
6000006255,3305900000,Hair Care
6000006256,3305900000,Hair Care
6000006257,3305900000,Hair Care
6000006259,3305900000,Hair Care
6000006260,3305900000,Hair Care
6000006261,3305900000,Hair Care
6000006262,3305900000,Hair Care
6000006263,3305900000,Hair Care
6000006264,3305900000,Hair Care
6000006265,3305900000,Hair Care
6000006266,3305900000,Hair Care
6000006267,3305900000,Hair Care
6000006268,3305900000,Hair Care
6000006269,3305900000,Hair Care
6000006270,3305900000,Hair Care
6000006271,3305900000,Hair Care
6000006278,3304995000,Skin Care
6000006291,3305900000,Hair Care
6000006292,3305900000,Hair Care
6000006295,3305900000,Hair Care
6000006296,3305900000,Hair Care
6000006297,3305900000,Hair Care
6000006298,3305900000,Hair Care
6000006299,3305900000,Hair Care
6000006304,3305900000,Hair Care
6000006305,3305900000,Hair Care
6000006306,3305900000,Hair Care
8510000161,6109100021,Cotton T-shirts
8510000162,6109100021,Cotton T-shirts
8510000163,6109100021,Cotton T-shirts
8510000164,6109100021,Cotton T-shirts
8510000165,6109100021,Cotton T-shirts
8510000174,6110209900,Knitted Apparel
8510000181,6104620000,Womens Apparel
8510000183,6104620000,Womens Apparel
8510000184,6104620000,Womens Apparel
8510000191,6109091090,Cotton T-shirts
8510000192,6109091090,Cotton T-shirts
8510000193,6109091090,Cotton T-shirts
8510000194,6109091090,Cotton T-shirts
8510000211,6110209900,Knitted Apparel
8510000222,6203439090,Mens Apparel
8510000224,6203439090,Mens Apparel
8510000254,6109091090,Cotton T-shirts
8510000261,6109091090,Cotton T-shirts
8510000262,6109091090,Cotton T-shirts
8510000263,6109091090,Cotton T-shirts
8510000264,6109091090,Cotton T-shirts
8520000013,6103330000,Mens Apparel
8520000014,6103330000,Mens Apparel
8530000071,6204329090,Womens Apparel
8530000073,6204329090,Womens Apparel
8530000083,6110209900,Knitted Apparel
8550000007,7319909000,Sewing Needles
8550000013,4202920000,Travel Cases
8550000017,6912004400,Ceramic Tableware
8550000018,6912004400,Ceramic Tableware
8550000028,4202920000,Travel Cases
8550000029,3918901000,Floor Coverings
8550000030,3919909000,Adhesive Plastic
8550000031,3919909000,Adhesive Plastic
8550000032,3919909000,Adhesive Plastic
8550000034,6307909800,Textile Goods
8550000077,4202221500,Travel Cases
8550000079,6117803010,Apparel Accessories
8550000081,3926201050,Plastic Goods
",",4819200040,Paper Boxes
6000004915,3304995000,Skin Care
3000000572,4202210000,Travel Cases
6000001007,3305900000,Hair Care
6000001002,3304991000,Skin Care
6000001039,3304995000,Skin Care
6000001765,3305900000,Hair Care
6000006352,3305100000,Hair Care
2500000440,3304995000,Skin Care
2500000457,3304995000,Skin Care
2500000445,3304995000,Skin Care
2500000444,3304995000,Skin Care
2500000458,3304995000,Skin Care
2500000442,3304995000,Skin Care
2500000462,3304995000,Skin Care
2500000456,3304995000,Skin Care
2000002515,4821100000,Paper Labels
2000002516,4821100000,Paper Labels
2000002517,4821100000,Paper Labels
2000002518,4821100000,Paper Labels
2000002519,4821100000,Paper Labels
2000002520,4821100000,Paper Labels
2000002521,4821100000,Paper Labels
2000002522,4821100000,Paper Labels
2000002523,4821100000,Paper Labels
2000002524,4821100000,Paper Labels
2000002525,4821100000,Paper Labels
2000002526,4821100000,Paper Labels
2000002527,4821100000,Paper Labels
2000002528,4821100000,Paper Labels
2000002529,4821100000,Paper Labels
2000002530,4821100000,Paper Labels
2000002531,4821100000,Paper Labels
2000002533,4821100000,Paper Labels
2000002534,4821100000,Paper Labels
2000002549,4821100000,Paper Labels
2000002532,4821100000,Paper Labels
6000006456,3305100000,Hair Care
6000006457,3305100000,Hair Care
3000000905,6211430091,Track Suits
3000000903,9615196000,Hair Accessories
3000000904,9615196000,Hair Accessories
6000006079,3304100000,Skin Care
6000006452,3305100000,Hair Care
overlabels,4821102000,Paper Labels
6000006433,3305900000,Hair Care
6000007066,3305300000,Hair Care
Shipper boxes,48191000,Paper Boxes
6000007032,3304995000,Skin Care
